Département;Circonscription;Députés;Email;Numéro de circonscription;Prénom;Nom;identifiant;Commission;Sign PPL Peytavie;URL3;Région;Profession;Groupe politique (complet);Groupe politique (abrégé);;;
Manche;2-Bertrand Sorre;Bertrand Sorre;Bertrand.Sorre@assemblee-nationale.fr, bertrand.sorre@assemblee-nationale.fr;2;Bertrand;Sorre;720190;Affaires culturelles et de l'éducation;Non signataire;https://www.assemblee-nationale.fr/dyn/deputes/PA720190;Normandie;Enseignant 1er degré-directeur d'école (en disponibilité);Ensemble pour la République;EPR;;;
Bas-Rhin;3-Thierry Sother;Thierry Sother;thierry.sother@assemblee-nationale.fr;3;Thierry;Sother;841681;Défense nationale et des forces armées;841681;https://www.assemblee-nationale.fr/dyn/deputes/PA841681;Grand Est;(33) - Cadre de la fonction publique;Socialistes et apparentés;SOC;;;
Seine-et-Marne;7-Ersilia Soudais;Ersilia Soudais;ersilia.soudais@assemblee-nationale.fr;7;Ersilia;Soudais;795466;Développement durable et de l'aménagement du territoire;Non signataire;https://www.assemblee-nationale.fr/dyn/deputes/PA795466;Ile-de-France;Professeur, profession scientifique;La France insoumise - Nouveau Front Populaire;LFI-NFP;;;
Nord;9-Violette Spillebout;Violette Spillebout;violette.spillebout@assemblee-nationale.fr;9;Violette;Spillebout;794486;Affaires culturelles et de l'éducation;794486;https://www.assemblee-nationale.fr/dyn/deputes/PA794486;Hauts-de-France;Cadre administratif et commercial d'entreprise;Ensemble pour la République;EPR;;;
Haute-Garonne;2-Anne Stambach-Terrenoir;Anne Stambach-Terrenoir;anne.stambach-terrenoir@assemblee-nationale.fr;2;Anne;Stambach-Terrenoir;793744;Développement durable et de l'aménagement du territoire;793744;https://www.assemblee-nationale.fr/dyn/deputes/PA793744;Occitanie;Professeure de piano;La France insoumise - Nouveau Front Populaire;LFI-NFP;;;
Alpes-Maritimes;9-Michèle Tabarot;Michèle Tabarot;Michele.Tabarot@assemblee-nationale.fr, michele.tabarot@assemblee-nationale.fr;9;Michèle;Tabarot;267794;Affaires étrangères;Non signataire;https://www.assemblee-nationale.fr/dyn/deputes/PA267794;Provence-Alpes-Côte d'Azur;Chef d'entreprise;Droite Républicaine;DR;;;
Val-d'Oise;10-Aurélien Taché;Aurélien Taché;aurelien.tache@assemblee-nationale.fr, Aurelien.Tache@assemblee-nationale.fr;10;Aurélien;Taché;720952;Affaires étrangères;Non signataire;https://www.assemblee-nationale.fr/dyn/deputes/PA720952;Ile-de-France;Fonctionnaire de catégorie A;La France insoumise - Nouveau Front Populaire;LFI-NFP;;;
Bouches-du-Rhône;16-Emmanuel Taché de la Pagerie;Emmanuel Taché de la Pagerie;emmanuel.tachedelapagerie@assemblee-nationale.fr;16;Emmanuel;Taché de la Pagerie;793382;Affaires sociales;Non signataire;https://www.assemblee-nationale.fr/dyn/deputes/PA793382;Provence-Alpes-Côte d'Azur;Cadre de la fonction publique;Rassemblement National;RN;;;
Val-de-Marne;11-Sophie Taillé-Polian;Sophie Taillé-Polian;sophie.taille-polian@assemblee-nationale.fr;11;Sophie;Taillé-Polian;736201;Affaires culturelles et de l'éducation;736201;https://www.assemblee-nationale.fr/dyn/deputes/PA736201;Ile-de-France;Cadre de la fonction publique;Écologiste et Social;EcoS;;;
Loire;6-Jean-Pierre Taite;Jean-Pierre Taite;jean-pierre.taite@assemblee-nationale.fr;6;Jean-Pierre;Taite;794178;Développement durable et de l'aménagement du territoire;Non signataire;https://www.assemblee-nationale.fr/dyn/deputes/PA794178;Auvergne-Rhône-Alpes;Ancien artisan, commerçant, chef d'entreprise;Droite Républicaine;DR;;;
Finistère;7-Liliana Tanguy;Liliana Tanguy;Liliana.Tanguy@assemblee-nationale.fr, liliana.tanguy@assemblee-nationale.fr;7;Liliana;Tanguy;719550;Affaires étrangères;Non signataire;https://www.assemblee-nationale.fr/dyn/deputes/PA719550;Bretagne;Cadre supérieur du secteur public;Ensemble pour la République;EPR;;;
Somme;4-Jean-Philippe Tanguy;Jean-Philippe Tanguy;jean-philippe.tanguy@assemblee-nationale.fr;4;Jean-Philippe;Tanguy;795778;Finances, de l'économie générale et du contrôle budgétaire;Non signataire;https://www.assemblee-nationale.fr/dyn/deputes/PA795778;Hauts-de-France;Cadre administratif et commercial d'entreprise;Rassemblement National;RN;;;
Gers;2-David Taupiac;David Taupiac;david.taupiac@assemblee-nationale.fr;2;David;Taupiac;793796;Développement durable et de l'aménagement du territoire;Non signataire;https://www.assemblee-nationale.fr/dyn/deputes/PA793796;Occitanie;Consultant aéronautique;Non inscrit;NI;;;
Loire;2-Andrée Taurinya;Andrée Taurinya;andree.taurinya@assemblee-nationale.fr;2;Andrée;Taurinya;794106;Lois constitutionnelles, de la législation et de l'administration générale de la République;Non signataire;https://www.assemblee-nationale.fr/dyn/deputes/PA794106;Auvergne-Rhône-Alpes;Professeur, profession scientifique;La France insoumise - Nouveau Front Populaire;LFI-NFP;;;
Loire-Atlantique;8-Matthias Tavel;Matthias Tavel;matthias.tavel@assemblee-nationale.fr;8;Matthias;Tavel;794166;Affaires économiques;794166;https://www.assemblee-nationale.fr/dyn/deputes/PA794166;Pays de la Loire;Cadre de la fonction publique;La France insoumise - Nouveau Front Populaire;LFI-NFP;;;
Nord;12-Michaël Taverne;Michaël Taverne;michael.taverne@assemblee-nationale.fr;12;Michaël;Taverne;794502;Lois constitutionnelles, de la législation et de l'administration générale de la République;Non signataire;https://www.assemblee-nationale.fr/dyn/deputes/PA794502;Hauts-de-France;Policier et militaire;Rassemblement National;RN;;;
Rhône;2-Boris Tavernier;Boris Tavernier;boris.tavernier@assemblee-nationale.fr;2;Boris;Tavernier;841713;Affaires économiques;841713;https://www.assemblee-nationale.fr/dyn/deputes/PA841713;Auvergne-Rhône-Alpes;(37) - Cadre administratif et commercial d'entreprise;Écologiste et Social;EcoS;;;
Tarn;3-Jean Terlier;Jean Terlier;Jean.Terlier@assemblee-nationale.fr, jean.terlier@assemblee-nationale.fr;3;Jean;Terlier;721584;Lois constitutionnelles, de la législation et de l'administration générale de la République;Non signataire;https://www.assemblee-nationale.fr/dyn/deputes/PA721584;Occitanie;Avocat;Ensemble pour la République;EPR;;;
Ardennes;1-Flavien Termet;Flavien Termet;flavien.termet@assemblee-nationale.fr;1;Flavien;Termet;840737;Affaires sociales;Non signataire;https://www.assemblee-nationale.fr/dyn/deputes/PA840737;Grand Est;(33) - Cadre de la fonction publique;Rassemblement National;RN;;;
Nord;17-Thierry Tesson;Thierry Tesson;thierry.tesson@assemblee-nationale.fr;17;Thierry;Tesson;841553;Défense nationale et des forces armées;Non signataire;https://www.assemblee-nationale.fr/dyn/deputes/PA841553;Hauts-de-France;(74) - Ancien cadre;Rassemblement National;RN;;;
Hauts-de-Seine;8-Prisca Thevenot;Prisca Thevenot;prisca.thevenot@assemblee-nationale.fr;8;Prisca;Thevenot;795920;Affaires culturelles et de l'éducation;Non signataire;https://www.assemblee-nationale.fr/dyn/deputes/PA795920;Ile-de-France;Collaboratrice parlementaire;Ensemble pour la République;EPR;;;
Seine-et-Marne;9-Céline Thiébault-Martinez;Céline Thiébault-Martinez;celine.thiebault-martinez@assemblee-nationale.fr;9;Céline;Thiébault-Martinez;841893;Lois constitutionnelles, de la législation et de l'administration générale de la République;Non signataire;https://www.assemblee-nationale.fr/dyn/deputes/PA841893;Ile-de-France;(37) - Cadre administratif et commercial d'entreprise;Socialistes et apparentés;SOC;;;
Bas-Rhin;9-Vincent Thiébaut;Vincent Thiébaut;Vincent.Thiebaut@assemblee-nationale.fr, vincent.thiebaut@assemblee-nationale.fr;9;Vincent;Thiébaut;722336;Lois constitutionnelles, de la législation et de l'administration générale de la République;722336;https://www.assemblee-nationale.fr/dyn/deputes/PA722336;Grand Est;Autre cadre (secteur privé);Horizons & Indépendants;HOR;;;
Seine-et-Marne;3-Jean-Louis Thiériot;Jean-Louis Thiériot;jean-louis.thieriot@assemblee-nationale.fr, Jean-Louis.Thieriot@assemblee-nationale.fr;3;Jean-Louis;Thiériot;643089;Défense nationale et des forces armées;Non signataire;https://www.assemblee-nationale.fr/dyn/deputes/PA643089;Ile-de-France;Avocat;Droite Républicaine;DR;;;
Gironde;2-Nicolas Thierry;Nicolas Thierry;nicolas.thierry@assemblee-nationale.fr;2;Nicolas;Thierry;793948;Développement durable et de l'aménagement du territoire;793948;https://www.assemblee-nationale.fr/dyn/deputes/PA793948;Nouvelle-Aquitaine;Consultant en développement durable;Écologiste et Social;EcoS;;;
Indre-et-Loire;5-Sabine Thillaye;Sabine Thillaye;sabine.thillaye@assemblee-nationale.fr, Sabine.Thillaye@assemblee-nationale.fr;5;Sabine;Thillaye;719822;Défense nationale et des forces armées;Non signataire;https://www.assemblee-nationale.fr/dyn/deputes/PA719822;Centre-Val de Loire;Ancien Chef d'entreprise;Les Démocrates;Dem;;;
Finistère;6-Mélanie Thomin;Mélanie Thomin;melanie.thomin@assemblee-nationale.fr;6;Mélanie;Thomin;793816;Affaires économiques;793816;https://www.assemblee-nationale.fr/dyn/deputes/PA793816;Bretagne;Professeur, profession scientifique;Socialistes et apparentés;SOC;;;
Alpes-Maritimes;2-Lionel Tivoli;Lionel Tivoli;lionel.tivoli@assemblee-nationale.fr;2;Lionel;Tivoli;793298;Affaires économiques;Non signataire;https://www.assemblee-nationale.fr/dyn/deputes/PA793298;Provence-Alpes-Côte d'Azur;Chef d'entreprise de 10 salariés ou plus;Rassemblement National;RN;;;
Nouvelle-Calédonie;2-Emmanuel Tjibaou;Emmanuel Tjibaou;emmanuel.tjibaou@assemblee-nationale.fr;2;Emmanuel;Tjibaou;842299;Finances, de l'économie générale et du contrôle budgétaire;Non signataire;https://www.assemblee-nationale.fr/dyn/deputes/PA842299;Nouvelle-Calédonie;(33) - Cadre de la fonction publique;Gauche Démocrate et Républicaine;GDR;;;
Bouches-du-Rhône;8-Romain Tonussi;Romain Tonussi;romain.tonussi@assemblee-nationale.fr;8;Romain;Tonussi;840781;Défense nationale et des forces armées;Non signataire;https://www.assemblee-nationale.fr/dyn/deputes/PA840781;Provence-Alpes-Côte d'Azur;(45) - Profession intermédiaire administrative de la fonction publique;Rassemblement National;RN;;;
Manche;3-Stéphane Travert;Stéphane Travert;Stephane.Travert@assemblee-nationale.fr, stephane.travert@assemblee-nationale.fr;3;Stéphane;Travert;607395;Affaires économiques;Non signataire;https://www.assemblee-nationale.fr/dyn/deputes/PA607395;Normandie;Cadre secteur privé;Ensemble pour la République;EPR;;;
Ardèche;2-Vincent Trébuchet;Vincent Trébuchet;vincent.trebuchet@assemblee-nationale.fr;2;Vincent;Trébuchet;840685;Finances, de l'économie générale et du contrôle budgétaire;Non signataire;https://www.assemblee-nationale.fr/dyn/deputes/PA840685;Auvergne-Rhône-Alpes;(37) - Cadre administratif et commercial d'entreprise;UDR;UDR;;;
Seine-Saint-Denis;9-Aurélie Trouvé;Aurélie Trouvé;aurelie.trouve@assemblee-nationale.fr;9;Aurélie;Trouvé;795164;Affaires économiques;795164;https://www.assemblee-nationale.fr/dyn/deputes/PA795164;Ile-de-France;Cadre de la fonction publique;La France insoumise - Nouveau Front Populaire;LFI-NFP;;;
Vienne;4-Nicolas Turquois;Nicolas Turquois;nicolas.turquois@assemblee-nationale.fr, Nicolas.Turquois@assemblee-nationale.fr;4;Nicolas;Turquois;722162;Affaires sociales;Non signataire;https://www.assemblee-nationale.fr/dyn/deputes/PA722162;Nouvelle-Aquitaine;Agriculteur-propriétaire exploitant;Les Démocrates;Dem;;;
Alpes-de-Haute-Provence;2-Sophie Vaginay;Sophie Vaginay;sophie.vaginay@assemblee-nationale.fr;2;Sophie;Vaginay;840657;Lois constitutionnelles, de la législation et de l'administration générale de la République;Non signataire;https://www.assemblee-nationale.fr/dyn/deputes/PA840657;Provence-Alpes-Côte d'Azur;(37) - Cadre administratif et commercial d'entreprise;UDR;UDR;;;
Landes;3-Boris Vallaud;Boris Vallaud;boris.vallaud@assemblee-nationale.fr, Boris.Vallaud@assemblee-nationale.fr;3;Boris;Vallaud;719930;Défense nationale et des forces armées;719930;https://www.assemblee-nationale.fr/dyn/deputes/PA719930;Nouvelle-Aquitaine;Fonctionnaire de catégorie A;Socialistes et apparentés;SOC;;;
Seine-et-Marne;2-Frédéric Valletoux;Frédéric Valletoux;frederic.valletoux@assemblee-nationale.fr;2;Frédéric;Valletoux;795350;Affaires sociales;Non signataire;https://www.assemblee-nationale.fr/dyn/deputes/PA795350;Ile-de-France;Profession de l'information;Horizons & Indépendants;HOR;;;
Val-d'Oise;5-Paul Vannier;Paul Vannier;paul.vannier@assemblee-nationale.fr;5;Paul;Vannier;795596;Affaires culturelles et de l'éducation;795596;https://www.assemblee-nationale.fr/dyn/deputes/PA795596;Ile-de-France;Professeur d'histoire-géographie;La France insoumise - Nouveau Front Populaire;LFI-NFP;;;
Loire;5-Antoine Vermorel-Marques;Antoine Vermorel-Marques;antoine.vermorel@assemblee-nationale.fr;5;Antoine;Vermorel-Marques;794118;Développement durable et de l'aménagement du territoire;794118;https://www.assemblee-nationale.fr/dyn/deputes/PA794118;Auvergne-Rhône-Alpes;Conseiller parlementaire;Droite Républicaine;DR;;;
Bouches-du-Rhône;14-Gérault Verny;Gérault Verny;gerault.verny@assemblee-nationale.fr;14;Gérault;Verny;840809;Finances, de l'économie générale et du contrôle budgétaire;Non signataire;https://www.assemblee-nationale.fr/dyn/deputes/PA840809;Provence-Alpes-Côte d'Azur;(23) - Chef d'entreprise de 10 salariés ou plus;UDR;UDR;;;
Nord;11-Roger Vicot;Roger Vicot;roger.vicot@assemblee-nationale.fr;11;Roger;Vicot;794494;Lois constitutionnelles, de la législation et de l'administration générale de la République;794494;https://www.assemblee-nationale.fr/dyn/deputes/PA794494;Hauts-de-France;sans profession;Socialistes et apparentés;SOC;;;
Seine-Maritime;2-Annie Vidal;Annie Vidal;Annie.Vidal@assemblee-nationale.fr, annie.vidal@assemblee-nationale.fr;2;Annie;Vidal;722102;Affaires sociales;Non signataire;https://www.assemblee-nationale.fr/dyn/deputes/PA722102;Normandie;Retraitée de la fonction publique hospitalière;Ensemble pour la République;EPR;;;
Haute-Loire;2-Jean-Pierre Vigier;Jean-Pierre Vigier;jean-pierre.vigier@assemblee-nationale.fr, Jean-Pierre.Vigier@assemblee-nationale.fr;2;Jean-Pierre;Vigier;607090;Affaires économiques;607090;https://www.assemblee-nationale.fr/dyn/deputes/PA607090;Auvergne-Rhône-Alpes;Fonctionnaire de catégorie A;Droite Républicaine;DR;;;
Eure-et-Loir;4-Philippe Vigier;Philippe Vigier;philippe.vigier@assemblee-nationale.fr, Philippe.Vigier@assemblee-nationale.fr;4;Philippe;Vigier;331582;Affaires sociales;Non signataire;https://www.assemblee-nationale.fr/dyn/deputes/PA331582;Centre-Val de Loire;Biologiste A.I.H.P.;Les Démocrates;Dem;;;
Haute-Garonne;3-Corinne Vignon;Corinne Vignon;Corinne.Vignon@assemblee-nationale.fr, corinne.vignon@assemblee-nationale.fr;3;Corinne;Vignon;719512;Défense nationale et des forces armées;Non signataire;https://www.assemblee-nationale.fr/dyn/deputes/PA719512;Occitanie;Cadre supérieur (secteur privé);Ensemble pour la République;EPR;;;
Haute-Saône;1-Antoine Villedieu;Antoine Villedieu;antoine.villedieu@assemblee-nationale.fr;1;Antoine;Villedieu;794946;Lois constitutionnelles, de la législation et de l'administration générale de la République;Non signataire;https://www.assemblee-nationale.fr/dyn/deputes/PA794946;Bourgogne-Franche-Comté;Policier;Rassemblement National;RN;;;
Haute-Savoie;5-Anne-Cécile Violland;Anne-Cécile Violland;anne-cecile.violland@assemblee-nationale.fr;5;Anne-Cécile;Violland;795026;Développement durable et de l'aménagement du territoire;Non signataire;https://www.assemblee-nationale.fr/dyn/deputes/PA795026;Auvergne-Rhône-Alpes;Profession libérale;Horizons & Indépendants;HOR;;;
Vosges;1-Stéphane Viry;Stéphane Viry;stephane.viry@assemblee-nationale.fr, Stephane.Viry@assemblee-nationale.fr;1;Stéphane;Viry;721474;Affaires sociales;Non signataire;https://www.assemblee-nationale.fr/dyn/deputes/PA721474;Grand Est;Avocat;Libertés, Indépendants, Outre-mer et Territoires;LIOT;;;
Français établis hors de France;5-Stéphane Vojetta;Stéphane Vojetta;stephane.vojetta@assemblee-nationale.fr;5;Stéphane;Vojetta;721170;Affaires économiques;Non signataire;https://www.assemblee-nationale.fr/dyn/deputes/PA721170;Français établis hors de France;Entrepreneur;Ensemble pour la République;EPR;;;
Oise;5-Frédéric-Pierre Vos;Frédéric-Pierre Vos;fredericpierre.vos@assemblee-nationale.fr;5;Frédéric-Pierre;Vos;841575;Développement durable et de l'aménagement du territoire;Non signataire;https://www.assemblee-nationale.fr/dyn/deputes/PA841575;Hauts-de-France;avocat;Rassemblement National;RN;;;
Doubs;2-Dominique Voynet;Dominique Voynet;dominique.voynet@assemblee-nationale.fr;2;Dominique;Voynet;2940;Affaires étrangères;2940;https://www.assemblee-nationale.fr/dyn/deputes/PA2940;Bourgogne-Franche-Comté;Médecin;Écologiste et Social;EcoS;;;
Ardennes;3-Jean-Luc Warsmann;Jean-Luc Warsmann;jean-luc.warsmann@assemblee-nationale.fr, Jean-Luc.Warsmann@assemblee-nationale.fr;3;Jean-Luc;Warsmann;2952;Lois constitutionnelles, de la législation et de l'administration générale de la République;Non signataire;https://www.assemblee-nationale.fr/dyn/deputes/PA2952;Grand Est;Directeur de mutuelle;Libertés, Indépendants, Outre-mer et Territoires;LIOT;;;
Haute-Loire;1-Laurent Wauquiez;Laurent Wauquiez;laurent.wauquiez@assemblee-nationale.fr;1;Laurent;Wauquiez;267285;Affaires étrangères;Non signataire;https://www.assemblee-nationale.fr/dyn/deputes/PA267285;Auvergne-Rhône-Alpes;(33) - Cadre de la fonction publique;Droite Républicaine;DR;;;
Meurthe-et-Moselle;3-Frédéric Weber;Frédéric Weber;frederic.weber@assemblee-nationale.fr;3;Frédéric;Weber;841479;Affaires économiques;Non signataire;https://www.assemblee-nationale.fr/dyn/deputes/PA841479;Grand Est;(43) - Profession intermédiaire de la santé et du travail social;Rassemblement National;RN;;;
Martinique;1-Jiovanny William;Jiovanny William;jiovanny.william@assemblee-nationale.fr;1;Jiovanny;William;720992;Lois constitutionnelles, de la législation et de l'administration générale de la République;720992;https://www.assemblee-nationale.fr/dyn/deputes/PA720992;Martinique;Profession libérale;Socialistes et apparentés;SOC;;;
